gene1	gene2	pvalue	qvalue
CHD4	FGFR2	5.598385594338711e-05	0.0012067406027507933
CHD4	INPPL1	0.0003444593644659565	0.0056368983551467605
CHD4	CTCF	4.347838505944493e-06	0.00013414441875617914
CHD4	RNF43	3.4219942235350174e-07	1.3637547693606434e-05
CHD4	ACVR1	2.5560729045698264e-05	0.0006101260469275118
CHD4	KRAS	3.968420852516364e-12	2.521855507901364e-10
CHD4	PGR	0.00031104132367552846	0.005269134194055073
SPOP	PPP2R1A	3.09166266144486e-06	9.951463831957323e-05
SPOP	EP300	0.0005023860794893456	0.007857681032193004
SPOP	MTOR	0.0007188040260435434	0.010519847943482666
SPOP	EPHA2	0.00014441722637858903	0.002799433800594241
SPOP	NRAS	0.0004263232743982651	0.006715306741400932
SPOP	NOTCH2	0.00018482640895703322	0.003397869860239096
SPOP	MECOM	0.0006660809261626714	0.009838945790161605
SPOP	FBXW7	1.5359684993601634e-08	7.727212718562416e-07
SPOP	FAT1	0.00019358899109735934	0.0035328232406027387
SPOP	KMT2C	0.00034593907070036263	0.0056431206530394564
SPOP	SOX17	1.6750381702655588e-05	0.00043201194013210557
SPOP	NOTCH1	5.5846665174658315e-05	0.0012054112061471811
SPOP	ARID5B	2.2393046334663137e-05	0.0005554118100453877
SPOP	FGFR2	0.00014283412183200173	0.002780478109524486
SPOP	INPPL1	4.658578322442521e-05	0.00103653809592962
SPOP	ATM	5.756715957505881e-05	0.0012359285709453236
SPOP	KMT2A	0.00014597260317253765	0.0028214642579800506
SPOP	ERBB3	4.986459651621432e-05	0.0010879398824639142
SPOP	PDS5B	1.4942523707281572e-05	0.00038845458163559385
SPOP	RB1	0.0005867245893536515	0.00890250884032023
SPOP	MGA	0.000770984043378901	0.011066076126612716
SPOP	SIN3A	5.5846665174658315e-05	0.0012054112061471811
SPOP	TSC2	0.00034370957877867417	0.00562860545665081
SPOP	CTCF	3.5988595095562335e-08	1.6704729548205988e-06
SPOP	CDH1	0.0005856903254318496	0.00890250884032023
SPOP	ZFHX3	2.6920964365693165e-06	9.018742943721944e-05
SPOP	NF1	6.778700106869227e-05	0.001428499905654043
SPOP	CDK12	0.00028765713182929767	0.004955106252072731
SPOP	ERBB2	0.00028765713182929767	0.004955106252072731
SPOP	RNF43	2.622975875658145e-08	1.2501331911072368e-06
SPOP	DAZAP1	2.1581298182561303e-05	0.0005416872317190936
SPOP	EEF2	0.00022819579950283266	0.004063199379353536
SPOP	KMT2B	5.312280470355086e-06	0.00015968266415361456
SPOP	CIC	0.00026886332582990363	0.004677171249859353
SPOP	ARHGAP35	0.00021622200652747297	0.0038861424182448498
SPOP	PLXNB2	1.87400535378394e-05	0.00047993448893521805
SPOP	SMARCA1	0.0006154070802779953	0.009273368908698782
SPOP	DHX9	0.000170696234409477	0.0032200080566211152
SPOP	MYCN	0.00012441460921915336	0.0024403409503454612
SPOP	ACVR1	6.963214893463105e-05	0.0014616493313704016
SPOP	MSH3	9.737347572447246e-05	0.00195431441395679
SPOP	CARD11	0.0004344251431787592	0.0068264397656683
SPOP	KRAS	8.666994995395751e-10	5.0382645902477485e-08
SPOP	MLH1	0.0002471737272904723	0.004341832615570279
SPOP	FUBP1	0.0007386375649967139	0.010809008558745545
SPOP	ZBTB7B	7.792204159878532e-06	0.00022471551923637894
SPOP	RARA	0.0007219209422187019	0.010583165531886197
SPOP	PGR	0.00030340484000223775	0.005159389056535147
SPOP	THRAP3	8.913140106457126e-06	0.0002538052894683501
SPOP	PIK3R2	0.00045410404644883977	0.007113955408069305
PPP2R1A	ZMYM3	0.00023649224631900443	0.004162210809854707
PPP2R1A	ESR1	0.00018897702650314463	0.003452537441184096
PPP2R1A	AKT1	4.204030307948066e-06	0.00013136229956353548
PPP2R1A	EP300	1.4224826642046901e-06	5.093426077112966e-05
PPP2R1A	MTOR	0.00014959967729439775	0.0028670353998829466
PPP2R1A	EPHA2	0.0006071068096958471	0.009181136881428813
PPP2R1A	CSDE1	5.271205411281234e-05	0.0011466891793368698
PPP2R1A	NOTCH2	0.0007480856280479244	0.010891189835685681
PPP2R1A	SPTA1	2.9113208166735403e-05	0.0006868311101965319
PPP2R1A	PTPRC	0.0003170766118997215	0.0053231953123684395
PPP2R1A	ALK	3.546751705963891e-05	0.0008179159309630368
PPP2R1A	MSH2	0.0005101947421066377	0.00793341442107655
PPP2R1A	SF3B1	0.0007219534095790842	0.010583165531886197
PPP2R1A	CASP8	0.00010276231821014509	0.0020497723700331864
PPP2R1A	EPHA3	0.0003417168953626878	0.0056192214586213846
PPP2R1A	POLQ	0.00041896352740450696	0.006589471856699007
PPP2R1A	PIK3CB	0.000256227859453731	0.004461186625635351
PPP2R1A	PDGFRA	0.0005847366201381842	0.008882203559511238
PPP2R1A	KIT	1.2896365930101697e-05	0.00034048728638146324
PPP2R1A	FBXW7	1.3916557995669252e-15	1.0086545945039444e-13
PPP2R1A	FAT1	6.7928343745965585e-06	0.0002018424920991403
PPP2R1A	APC	7.463867157332658e-05	0.0015482672391545719
PPP2R1A	MAP3K4	0.00023393025421926828	0.004151911913824863
PPP2R1A	KMT2C	1.3463332819819976e-07	5.724518451268685e-06
PPP2R1A	SOX17	4.5575468167992576e-05	0.0010188401604993413
PPP2R1A	CNBD1	0.0004292908588343161	0.006739596318504623
PPP2R1A	PTCH1	0.0003861860242121913	0.0062080726463918864
PPP2R1A	TSC1	5.271205411281234e-05	0.0011466891793368698
PPP2R1A	NOTCH1	0.00010276231821014509	0.0020497723700331864
PPP2R1A	GATA3	0.0004292908588343161	0.006739596318504623
PPP2R1A	RET	0.00017908352345977278	0.0033314969023567754
PPP2R1A	ARID5B	6.90030985857163e-09	3.5690230335921017e-07
PPP2R1A	FGFR2	5.624442581579226e-06	0.00016786139021182382
PPP2R1A	INPPL1	2.4731920749341147e-10	1.58853133074685e-08
PPP2R1A	ATM	7.980939841659333e-06	0.0002295188378255661
PPP2R1A	KMT2A	0.00026464077935191115	0.00461512174496151
PPP2R1A	ERBB3	5.334638016422265e-05	0.00116112526519974
PPP2R1A	POLE	9.827315186121688e-06	0.0002737515539164215
PPP2R1A	FLT3	0.00017908352345977278	0.0033314969023567754
PPP2R1A	BRCA2	0.0003034886313825417	0.005159389056535147
PPP2R1A	PDS5B	6.633090884755427e-07	2.540845728613899e-05
PPP2R1A	RB1	0.0001087881032437679	0.002176425673887121
PPP2R1A	CHD8	2.1897537536023292e-05	0.0005444648187839913
PPP2R1A	MAX	0.0005499485984673724	0.008450309960045197
PPP2R1A	DICER1	0.0001774289784018059	0.003313311513529975
PPP2R1A	MGA	9.829509008071363e-06	0.0002737515539164215
PPP2R1A	SIN3A	1.032823317216379e-05	0.0002817280188523793
PPP2R1A	TSC2	1.1237273143631978e-05	0.00030385781554086367
PPP2R1A	CREBBP	1.7910785992619937e-06	6.223812124955557e-05
PPP2R1A	CTCF	6.262350718353618e-11	3.88142507264778e-09
PPP2R1A	CDH1	0.0004364367097353114	0.0068940241958369486
PPP2R1A	ZFHX3	3.7982368604039553e-07	1.491616871729647e-05
PPP2R1A	MAP2K4	0.0008792167825714508	0.012492348884079052
PPP2R1A	NCOR1	4.9307299716602466e-06	0.00014992750834528818
PPP2R1A	NF1	3.1301344055904485e-05	0.0007257370138376312
PPP2R1A	ERBB2	0.00017139942671671207	0.0032249747736466145
PPP2R1A	RNF43	1.007491100189656e-11	6.144431526750964e-10
PPP2R1A	SMARCA4	3.577514605000292e-06	0.00011210032927504012
PPP2R1A	CACNA1A	2.6780757012523177e-05	0.000635877613948508
PPP2R1A	KMT2B	7.903512516471435e-09	4.12871440262365e-07
PPP2R1A	CIC	0.0002798987011264861	0.004848693102550039
PPP2R1A	ARHGAP35	1.784244786998416e-05	0.0004572693496807747
PPP2R1A	SCAF4	2.8954727488636025e-06	9.491099686820316e-05
PPP2R1A	PLXNB2	2.3275552123490475e-05	0.0005736522224078135
PPP2R1A	RPS6KA3	0.0003272444704699946	0.005434963551855805
PPP2R1A	DMD	6.166582629311367e-07	2.347150960384091e-05
PPP2R1A	USP9X	3.0057014888210626e-05	0.0007004179657136407
PPP2R1A	DDX3X	2.4888059866068513e-05	0.0005985773074967609
PPP2R1A	RBM10	0.0003956161623457618	0.006309015106290447
PPP2R1A	SMC1A	7.103364540898755e-05	0.0014759075393154062
PPP2R1A	AMER1	0.0008046694272602511	0.011443825731053498
PPP2R1A	ATRX	4.905011318733809e-05	0.0010809338859168642
PPP2R1A	DIAPH2	0.0002666333042482797	0.004645386435780383
PPP2R1A	SMARCA1	7.102041617040481e-05	0.0014759075393154062
PPP2R1A	ERBB4	1.638850197564506e-05	0.00042305841807141215
PPP2R1A	NUP133	0.0008792167825714508	0.012492348884079052
PPP2R1A	MSH6	3.5165051335948806e-06	0.00010956632746961054
PPP2R1A	ACVR1	3.2792293402220167e-06	0.00010432026770170692
PPP2R1A	CUL3	0.00013251022007911047	0.0025788969557607217
PPP2R1A	TBL1XR1	0.00047995560158570715	0.007499365991308514
PPP2R1A	RFC1	8.374104775065855e-05	0.0016958750999005315
PPP2R1A	MSH3	1.8511332708906307e-06	6.431109804503407e-05
PPP2R1A	CARD11	2.2938794854151664e-05	0.0005659415654230317
PPP2R1A	KRAS	4.930859045257532e-16	3.7141448940977614e-14
PPP2R1A	AXIN2	8.616696652167388e-05	0.0017347288282317877
PPP2R1A	CHEK2	6.825236846458112e-05	0.001431934610531808
PPP2R1A	AR	8.0254626486618e-06	0.00023024094612117518
PPP2R1A	STAG2	1.063781502117188e-05	0.0002889346187360662
PPP2R1A	FUBP1	0.0001436313845340471	0.0027875717862933594
PPP2R1A	PGR	3.2792293402220167e-06	0.00010432026770170692
ZMYM3	FGFR2	0.0007364653899076727	0.01078657086757365
ZMYM3	KRAS	1.7790476702112527e-06	6.223812124955557e-05
ESR1	RNF43	0.0006133813033984018	0.00923390634771751
ESR1	KRAS	1.0269889151805185e-05	0.0002815311865568583
LATS2	KRAS	5.502876224059432e-06	0.0001648170191880098
LATS2	PGR	0.0001795261103401589	0.0033382701595566166
AKT1	EPHA2	6.298833057628877e-05	0.0013304897385277713
AKT1	FBXW7	0.0005571263025371637	0.008556991820444776
AKT1	ARID5B	0.0001061826573341646	0.002120697773326189
AKT1	FGFR2	0.0005936182753022485	0.008977890573106096
AKT1	CTCF	0.00017309773299180458	0.003258582413374626
AKT1	DAZAP1	2.0878190842969597e-05	0.0005227627672993848
AKT1	ACVR1	1.5604372569186875e-05	0.0004041508542992732
AKT1	MSH3	0.00041556360140412326	0.006573487398885884
AKT1	KRAS	0.0001761008349387604	0.003293707384785123
AKT1	ZBTB7B	0.00017170195185565852	0.0032339102636315103
AKT1	RAD21	0.0006503417773489294	0.009693309992367623
AKT1	ZFP36L1	0.0006795868489938706	0.01001510077246946
SOX9	PGR	0.0007692376717465522	0.011066076126612716
EP300	FGFR2	0.00043403636355433746	0.006823614776524553
EP300	RNF43	0.00018122647789797444	0.0033535525855606916
EP300	DAZAP1	0.00029558294041155865	0.005053839067542202
EP300	KRAS	5.772585970359687e-10	3.559322663001052e-08
EP300	PGR	4.389326398535923e-05	0.0009845739099821908
MTOR	RNF43	0.0002983289531347502	0.0050772643419676215
MTOR	KRAS	1.2993684877786985e-06	4.7220906406387065e-05
EPHA2	FGFR2	0.00067958264084523	0.010009538914054487
EPHA2	KRAS	1.8498552611756855e-06	6.431109804503407e-05
EPHA2	PGR	0.0006644913433468526	0.009785448116537504
NRAS	MYCN	0.0008581683897470975	0.012222932554892695
NRAS	KRAS	0.0001688520744118209	0.003175309940776664
NRAS	PGR	0.0004884380036134267	0.0076064614642752945
CSDE1	KRAS	4.1826563099018025e-06	0.00013095069762943478
NOTCH2	KRAS	6.106280243690584e-10	3.6970020422718297e-08
SPTA1	FBXW7	0.00043729973276087215	0.006894889976679217
SPTA1	ACVR1	0.0005024711386192538	0.007857681032193004
SPTA1	KRAS	3.351247612757306e-09	1.8143880673647762e-07
PTPRC	KRAS	2.9620762332274297e-05	0.0006975502903267586
DNMT3A	KRAS	1.5990822447208986e-06	5.621236489914208e-05
ALK	SOX17	0.0002780705612196513	0.004832022197589686
ALK	KRAS	1.5782927866010494e-06	5.6047703008739635e-05
EPAS1	KRAS	6.404878280596151e-05	0.0013573373960540298
MSH2	KRAS	5.502876224059432e-06	0.0001648170191880098
XPO1	KRAS	9.0011533913846e-06	0.00025394609487717205
PMS1	MYCN	9.644562771959197e-05	0.0019414455978699107
PMS1	KRAS	1.1562220290770892e-05	0.00031028428524170306
SF3B1	KRAS	0.0001874367930922078	0.003436513782363739
CASP8	KRAS	4.4694615358047915e-06	0.00013811676094362382
IDH1	KRAS	0.0003406718948761384	0.0056192214586213846
IDH1	PGR	0.0007253958446572105	0.01061607395660266
RAF1	KRAS	9.775235599290922e-05	0.0019587231229315195
BAP1	FBXW7	0.0007559551082250414	0.010955866673658544
BAP1	KRAS	1.5716608596643425e-06	5.6047703008739635e-05
BAP1	PGR	3.668986971653742e-05	0.000841765403560025
PBRM1	FBXW7	0.00010619332960097477	0.002120697773326189
PBRM1	ACVR1	0.00025182756792552414	0.004408560208848172
PBRM1	KRAS	4.957728367256579e-08	2.2374111032230857e-06
PBRM1	PGR	0.00025182756792552414	0.004408560208848172
EPHA3	KRAS	2.622975875658145e-08	1.2501331911072368e-06
POLQ	KRAS	2.0396814874409953e-08	9.829675059019015e-07
PIK3CB	KRAS	8.268265652403432e-05	0.001677501432071191
MECOM	KRAS	2.97493709948067e-06	9.644474805086332e-05
FGFR3	KRAS	4.361481063327252e-05	0.0009800019546795107
PDGFRA	KRAS	5.639864077204107e-05	0.0012160139461472193
KIT	RNF43	1.0379182260552022e-05	0.0002817280188523793
KIT	KRAS	3.5199204159253327e-08	1.657733119148367e-06
ALB	KRAS	2.286886556208775e-07	9.549102434741498e-06
FBXW7	FAT1	0.0006187760810611655	0.009286933245268397
FBXW7	KMT2C	0.000509162350816255	0.00793341442107655
FBXW7	PTCH1	0.0005400568403376949	0.008332023944098746
FBXW7	NOTCH1	2.6702514480434313e-06	8.947089382091349e-05
FBXW7	ARID5B	2.16900338848424e-06	7.386740836240788e-05
FBXW7	FGFR2	1.7851237240823512e-08	8.809703656818982e-07
FBXW7	INPPL1	9.036315058478844e-06	0.000255322054028981
FBXW7	ERBB3	5.8564147518199516e-05	0.0012557447880033985
FBXW7	PDS5B	0.00022997555135245598	0.0040926473662298716
FBXW7	TSC2	0.000284278268990525	0.004909255141186673
FBXW7	CTCF	4.630943092355604e-09	2.443851972835788e-07
FBXW7	ZFHX3	0.0002448152880273551	0.004301612088717383
FBXW7	CDK12	0.00015644843698766337	0.002992051620984101
FBXW7	RNF43	5.294621733074832e-08	2.392614529491759e-06
FBXW7	SMARCA4	0.0003256937318203398	0.005414087696209522
FBXW7	KMT2B	4.5054831170748033e-07	1.7633584127642813e-05
FBXW7	CIC	0.00045502820936265987	0.007119078261707746
FBXW7	SCAF4	7.957769519466975e-05	0.001637401831252955
FBXW7	PLXNB2	1.453115100140222e-05	0.00037856570114699813
FBXW7	KDM6A	0.00032393580506646344	0.005400006960734755
FBXW7	SMC1A	0.00038714242702326493	0.006221714546106454
FBXW7	DHX9	0.00043611821135026703	0.006879784093993806
FBXW7	KRAS	3.5639170752399206e-09	1.920279738825698e-07
FBXW7	MLH1	2.4664930229831017e-05	0.0005960299252836561
FBXW7	ZBTB7B	4.881956170689896e-06	0.0001481886441871059
FBXW7	PGR	0.00014609543048644074	0.0028217864124556557
FBXW7	PIK3R2	0.00014856596184361975	0.0028578872434202787
FBXW7	ZFP36L2	0.0008097299238161219	0.011517708900009709
FAT1	SOX17	0.0002190936692291565	0.0039127009637682396
FAT1	FGFR2	0.00017886057891695675	0.0033314969023567754
FAT1	CTCF	0.00014959137252345444	0.0028670353998829466
FAT1	RNF43	0.0006209093019069892	0.009312982867705802
FAT1	KRAS	9.076087617355025e-08	4.0527351754216974e-06
APC	SOX17	0.00033779912752218103	0.005570528585125623
APC	RNF43	0.0002404315572933293	0.004236900471479546
APC	KRAS	9.413355937810902e-05	0.0018845698063964735
GABRA6	ACVR1	0.0004361778970904804	0.0068914503937195564
GABRA6	PGR	7.080194572343402e-05	0.0014759075393154062
LATS1	KRAS	9.651825360366309e-08	4.246708595229128e-06
MAP3K4	SOX17	0.00038469979323057043	0.006194230202535368
MAP3K4	KRAS	1.2102919604778582e-06	4.3744837941828304e-05
PMS2	ACVR1	4.206136383053485e-05	0.0009503320796049573
PMS2	KRAS	0.00011827899922740214	0.002337513683106851
EGFR	KRAS	0.00035048490045085215	0.005698186327022528
EGFR	PGR	0.00023209144127534563	0.004131430000141724
PIK3CG	KRAS	2.402244503279002e-07	9.899205019355276e-06
MET	KRAS	2.0772441519705117e-06	7.100913189655555e-05
KEL	KRAS	1.846377252629577e-05	0.0004713424254904809
CUL1	KRAS	0.00018562299524066173	0.0034095203091437046
EZH2	KRAS	5.749715848679329e-07	2.1955434832715156e-05
KMT2C	SOX17	0.00013917797724322936	0.002701457627952712
KMT2C	KRAS	5.87466259090361e-10	3.570204389849154e-08
FGFR1	KRAS	0.0005945655167702195	0.00902094091844855
SOX17	TSC1	0.00030834743366282553	0.005230266224082052
SOX17	NOTCH1	0.0007028300128389833	0.010340929384309859
SOX17	ARID5B	3.4073881620250495e-05	0.0007846473027590979
SOX17	FGFR2	0.00020745423867544945	0.0037465577088092086
SOX17	INPPL1	0.00020745423867544945	0.0037465577088092086
SOX17	PDS5B	4.2342935914826876e-05	0.0009534569201340531
SOX17	CHD8	0.00046067526791340204	0.007184246725712136
SOX17	RNF43	0.00018163387764577577	0.003364911564790852
SOX17	CACNA1A	0.0007121056378725521	0.010474900683113806
SOX17	KMT2B	0.00018834315733974832	0.0034483358090106257
SOX17	PLCG1	0.0005770018561272504	0.008769309396704086
SOX17	DMD	0.00014856596184361975	0.0028578872434202787
SOX17	USP9X	0.00032325509724430147	0.005400006960734755
SOX17	ATRX	0.000519892272205496	0.008061954658032633
SOX17	MYCN	0.0001626723750356862	0.0030734053543473665
SOX17	MSH6	9.483312513022772e-05	0.0018980540936679494
SOX17	CUL3	0.00046054901706663216	0.007184246725712136
SOX17	TBL1XR1	0.00029006153010763096	0.00499923273411363
SOX17	RFC1	7.13789180023479e-05	0.0014824458896342744
SOX17	MSH3	0.00023725959359898306	0.0041862296719891185
SOX17	CARD11	0.0006111298593811404	0.009225456397525814
SOX17	KRAS	0.00018163387764577577	0.003364911564790852
SOX17	AXIN2	0.00022129253255216577	0.003945435275267953
SOX17	CHEK2	0.00038494120641044004	0.006195971875598047
SOX17	STAG2	0.0002780705612196513	0.004832022197589686
SOX17	FUBP1	0.00029006153010763096	0.00499923273411363
SOX17	PGR	4.760215695292323e-05	0.0010568462541340135
MYC	MYCN	0.0006442359856079748	0.009612442591890596
MYC	KRAS	8.24419649624389e-05	0.0016759970177739423
JAK2	KRAS	2.5340334357404237e-06	8.556603218107406e-05
PAX5	KRAS	2.7065126415160237e-05	0.0006381879303770787
PTPDC1	KRAS	0.00018372831335609742	0.0033753996618775487
PTCH1	ARID5B	0.0005596314962248338	0.008587500941244134
PTCH1	KRAS	1.4539576895654554e-06	5.189575937927806e-05
PTCH1	PGR	4.322051579060395e-05	0.0009760801680015876
TLR4	RNF43	0.00036656816262780934	0.005908879389778254
TLR4	KRAS	2.97493709948067e-06	9.644474805086332e-05
TSC1	KRAS	4.9638154423487874e-05	0.001085735790926568
RXRA	KRAS	0.0006547720752541622	0.009721464324598413
NOTCH1	ARID5B	0.00016676582238693026	0.0031386373638290816
NOTCH1	FGFR2	1.2841498157398171e-05	0.00034014367245337824
NOTCH1	KRAS	1.6895615439439804e-08	8.302605584647201e-07
NOTCH1	PGR	0.00010100119778672262	0.002019905027811867
RET	KRAS	2.2437941161890237e-07	9.424305930169112e-06
ARID5B	FGFR2	6.489678566185568e-05	0.0013680156395685973
ARID5B	INPPL1	0.00017286415217045669	0.0032464518884166437
ARID5B	RNF43	0.0002487489622605245	0.004367156621854116
ARID5B	ARAF	0.0005521160471404417	0.008489964358412679
ARID5B	SMC1A	0.0008088007834366822	0.011490609912527153
ARID5B	ACVR1	4.934428060952378e-05	0.0010857344650990815
ARID5B	KRAS	1.2088812166729306e-07	5.227302982109062e-06
ARID5B	AR	0.0004617160496835564	0.007191057888708147
ARID5B	FUBP1	0.0003552088006942983	0.005746450501069876
ARID5B	PGR	0.0006032560909305936	0.009142479301606476
TCF7L2	KRAS	3.987358697993107e-05	0.0009064800403073105
FGFR2	INPPL1	6.679584833674439e-05	0.0014081167225068565
FGFR2	ERBB3	0.0005214402786956516	0.008090043435650857
FGFR2	MGA	0.0006806567789722685	0.010024710285244045
FGFR2	SIN3A	0.0008888719792724219	0.012565572809249127
FGFR2	RNF43	0.00032010495713694835	0.005377771737601497
FGFR2	CIC	0.00012393239862386427	0.0024341942377181154
FGFR2	PLXNB2	8.924859648215666e-06	0.0002538052894683501
FGFR2	DDX3X	0.000821439085743114	0.01169850683746572
FGFR2	KRAS	7.582747066884025e-15	5.678606007522351e-13
MEN1	ACVR1	0.0007692376717465522	0.011066076126612716
MEN1	KRAS	8.856707203243232e-06	0.00025198250703604915
INPPL1	ACVR1	0.0008818422024070319	0.01251856231627439
INPPL1	KRAS	5.667736329147222e-07	2.1568612928416037e-05
ATM	KRAS	7.54707181606089e-06	0.00021888385062634991
KMT2A	KRAS	0.0001307422633015725	0.002547214483887954
ERBB3	KRAS	7.013975826816973e-07	2.6424657057597173e-05
TBX3	KRAS	2.5251471252247534e-05	0.0006040096844936033
POLE	KRAS	3.351247612757306e-09	1.8143880673647762e-07
FLT3	RNF43	0.0003282114932680709	0.005463283780621207
FLT3	KRAS	2.2437941161890237e-07	9.424305930169112e-06
BRCA2	KRAS	3.690344757178568e-08	1.7031617863103157e-06
PDS5B	RNF43	0.00014833514263501928	0.0028578872434202787
PDS5B	KRAS	3.3425401085136e-08	1.5897196477517337e-06
RB1	CTCF	0.00013684790080180646	0.0026821872009750295
RB1	KRAS	2.2102258170422904e-07	9.356633887968416e-06
CHD8	KRAS	2.0668643610544932e-08	9.829675059019015e-07
DICER1	RNF43	3.561196379892243e-05	0.0008189445194503418
DICER1	KRAS	2.0668643610544932e-08	9.829675059019015e-07
MGA	KRAS	1.7769683444060313e-08	8.782085992856701e-07
B2M	KRAS	0.0006184686321045281	0.009284327898585213
B2M	PGR	0.0005559657982940304	0.008542060973768938
TCF12	KRAS	2.3372405973666538e-05	0.0005743587089541528
RNF111	KRAS	0.00021137576484854043	0.003837453965892538
SIN3A	RNF43	0.00033968397944091934	0.005610881949145334
SIN3A	KRAS	4.4694615358047915e-06	0.00013811676094362382
IDH2	KRAS	0.00033260655923181065	0.00549655490703923
TSC2	KRAS	1.306813156595603e-05	0.00034549442596520827
CREBBP	KRAS	2.6462488765723067e-06	8.839837293853393e-05
BRD7	KRAS	0.00034574045429998726	0.0056431206530394564
NUP93	KRAS	6.010897426594605e-05	0.0012801967171744539
CTCF	SMARCA4	0.00033224506032201003	0.00549655490703923
CTCF	ARHGAP35	3.829569717719918e-05	0.000876864666949691
CTCF	KRAS	5.821938297729601e-08	2.601491172839058e-06
CTCF	PGR	6.8259430755001075e-06	0.00020272532798249325
ZFHX3	KRAS	2.7063345991925374e-06	9.067344673397679e-05
NCOR1	KRAS	7.721118501288861e-07	2.869479275621278e-05
NF1	RNF43	0.0005663779179488003	0.008701309648677965
NF1	KRAS	3.529662865885124e-07	1.3937327697764465e-05
CDK12	KRAS	2.8799673328932167e-07	1.1732236325540716e-05
ERBB2	KRAS	2.8799673328932167e-07	1.1732236325540716e-05
BRCA1	KRAS	0.0002645537276251976	0.004614736675637134
RNF43	CACNA1A	5.492618647131446e-05	0.0011878980625510723
RNF43	ARHGAP35	4.238282631060731e-06	0.0001324511555465326
RNF43	DMD	1.599899800505277e-05	0.0004133849902011269
RNF43	DIAPH2	0.0005014349032376773	0.007849808398145898
RNF43	SMARCA1	0.0004879396637163537	0.007597061910456964
RNF43	NUP133	0.000569434128898727	0.008713622492908059
RNF43	ACVR1	0.00018372831335609742	0.0033753996618775487
RNF43	CUL3	0.00038851695773159763	0.006228044800417667
RNF43	TBL1XR1	0.0003299363982897681	0.00547512135806619
RNF43	RFC1	0.0006537928988011325	0.009721464324598413
RNF43	MSH3	0.00010627199103218702	0.002120697773326189
RNF43	KRAS	1.3124363057420724e-05	0.0003463958660823976
RNF43	CHEK2	0.0005795456565430759	0.008791032198983707
RNF43	STAG2	0.0001622053110825991	0.00306699595213117
RNF43	PGR	0.00018372831335609742	0.0033753996618775487
RNF43	RAD21	0.0006133813033984018	0.00923390634771751
GNA13	MYCN	0.0008581683897470975	0.012222932554892695
TGIF1	KRAS	0.0006763215376330533	0.009973341637840371
SETBP1	KRAS	1.2543665097777507e-06	4.493162635234557e-05
SETBP1	PGR	0.0003999144347925424	0.006375256061092291
POLRMT	ACVR1	0.0006644913433468526	0.009785448116537504
POLRMT	KRAS	6.531651945503483e-08	2.877881643905763e-06
STK11	KRAS	0.0006184686321045281	0.009284327898585213
STK11	PGR	0.0005559657982940304	0.008542060973768938
DAZAP1	SMARCA4	0.000612222905980666	0.00923390634771751
DAZAP1	ZC3H12A	0.00019871399517436218	0.0036364211470561476
DAZAP1	CUL3	0.0005828860617185325	0.008879557403149788
DAZAP1	KRAS	2.5251471252247534e-05	0.0006040096844936033
DAZAP1	STAG2	0.00027527303123017527	0.0047822127550199945
EEF2	ACVR1	0.0005431957054666361	0.008361816084252358
EEF2	KRAS	1.0379182260552022e-05	0.0002817280188523793
EEF2	PGR	0.0005431957054666361	0.008361816084252358
KEAP1	KRAS	8.856707203243232e-06	0.00025198250703604915
KEAP1	PGR	0.00010237253295811891	0.002046862676306284
SMARCA4	ACVR1	0.00037590744899778457	0.0060611970878902835
SMARCA4	KRAS	2.876800052277799e-06	9.49037244588979e-05
CACNA1A	KRAS	5.259451372304087e-07	1.9911471385569535e-05
JAK3	KRAS	4.806992081001366e-08	2.176352354335386e-06
JAK3	PGR	0.00023918574803003187	0.004208654074152626
KMT2B	KRAS	1.3197310030661333e-06	4.759759140844895e-05
CIC	KRAS	0.00027955923993050425	0.004845459104489908
CIC	PGR	0.0008677049486027481	0.01231632050167895
ARHGAP35	KRAS	2.9472414448040964e-11	1.8497252519951635e-09
GRIN2D	KRAS	0.00018372831335609742	0.0033753996618775487
GRIN2D	PGR	0.0005908877363456924	0.00895723705214077
PLCB4	KRAS	2.5340334357404237e-06	8.556603218107406e-05
ASXL1	KRAS	5.3676036619714585e-08	2.4152848755080146e-06
PLCG1	KRAS	0.0003327271125070933	0.00549655490703923
GNAS	KRAS	1.846377252629577e-05	0.0004713424254904809
NF2	KRAS	3.9692800094818895e-05	0.0009064353209517288
MYH9	KRAS	2.589655049008454e-05	0.0006175070106208099
PLXNB2	KRAS	7.411564319294182e-12	4.702642110141367e-10
PLXNB2	PGR	1.0239319859179981e-05	0.00028151814429903835
RPS6KA3	KRAS	3.987358697993107e-05	0.0009064800403073105
DMD	KRAS	6.180385260264316e-07	2.353369734900028e-05
USP9X	KRAS	1.690438623920246e-05	0.0004367680057471717
DDX3X	KRAS	7.413150208239951e-06	0.0002152428812032434
KDM6A	KRAS	3.1190818038262125e-07	1.2683871423075586e-05
RBM10	KRAS	2.881840984837984e-06	9.49037244588979e-05
ARAF	KRAS	1.011479952462638e-05	0.0002789660392060966
ARAF	PIK3R2	0.00022129253255216577	0.003945435275267953
SMC1A	KRAS	1.9104492215470068e-07	8.128603103143814e-06
AMER1	KRAS	9.548530111348062e-08	4.224279349298792e-06
ATRX	KRAS	1.2088812166729306e-07	5.227302982109062e-06
DIAPH2	KRAS	6.1004309334974925e-06	0.00018321187494345654
SMARCA1	KRAS	3.8576580461531855e-08	1.7468544917482146e-06
